Doc_ID,DSI_Title,Submission File Name,Student Name,Genre of Movie,Review Type (pos or neg),Movie Title,Text
203,SJZ_Doc3_ItChapterTwo,SJZ_Doc3_ItChapterTwo,SJZ,Horror,Positive,It Chapter Two,"It Chapter Two is beautifully cathartic and emotionally rewarding. Now, usually that's not a sentence I would write to associate with a horror film, but it's surprisingly accurate in summing up the adventure that director Andy Muschietti takes us on. Whether its Ari Aster's Hereditary or Jordan Peele's Get Out and Us, there's no denying there has been a notable shift within the horror genre, focussing more on the emotional substance and its social and psychological effects than the traditional jump scare motifs. To a certain extent, Muschietti's take on the Stephen King classic (with all of its richness and minus that controversial sex scene) has done well to align itself in that same company. Given how traumatic Pennywise (Bill Skarsgard) can be with his deceptive smiles and evil manifestations, this is a therapeutic journey to conquer fears and defeat the clown. And trust me, as someone who hates that clown ever since Tim Curry donned the suit and make-up in the TV miniseries, its thematic exploration felt necessary. And that's where we find ourselves, 27 years later with the Losers Club reforming to keep their 'blood oath' promise they made as kids. The entire film is built like an epic blockbuster event that chucks in the kitchen sink equivalence of twists and turns. But like a lot of Stephen King adaptations, its subject matter can be 'out there', but beyond the surface layer of scares which It adopts, elevating from the creepy to the horrifyingly graphic (and the occasional Meta references thrown in as a tribute), its focussed exploration is that childhood loss of innocence. The coming of age vibes is strong as the plot transcends into adulthood with all of its negotiated difficulties and life struggles. But it's genuinely surprising how poignant and reflective It Chapter Two is. Working best as a back-to-back experience (which I recommend), that wave of unexpected emotion lifts the film. Drawing active parallels with Netflix's The Haunting of Hill House with its visual transitions, its switch between the grown-up adults and their young counterparts is instantaneous. It leaves a celebrated nostalgia on the journey they've faced and their growing companionship as friends which you want to revisit. But, you adore the set-up with their older selves, knowing they have to confront and reconcile with the generational trauma of their past. It's an emotional beat often taken for granted, but as much it takes its time to establish those points, you relish their reconnecting journey, proving once again that they are the heart and soul of this film. Rightfully, the film deserves high praise with its casting. Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa, Jay Ryan, Andy Bean and James Ransone comfortably match their young counterparts with ease, diminishing any hints of star power, but allows room for depth in their spot-on performances. McAvoy mimics Bill's panic stutter that gets worse as the film escalates. Chastain brings the confidence that Sophia Lillis had in the first film, but is always within touching distance"
204,SJZ_Doc4_ItChapterTwo,SJZ_Doc4_ItChapterTwo,SJZ,Horror,Positive,It Chapter Two,"Guess who's back, back again...IT Chapter One was both a box office and critical hit, quickly becoming the highest-grossing horror film of all time. Andy Muschietti's adaptation of Stephen King's beloved novel proved a winning combination of 80's nostalgia and scares (with heart), leading to the birth of a modern horror blockbuster, winning over this absolute wimp in the process! Two years later and Muschietti is back with a brand new, star studded cast in this ambitious and highly anticipated sequel, but does the second outing successfully recapture the magic of the original, whilst simultaneously wrapping the terrifying tale up? Twenty-seven years after the horrific events that occurred in the town of Derry and children begin to mysteriously disappear again, in often gruesome circumstances. Mike (Isaiah Mustafa), the only member of The Losers Club to stay in the town, instantly recognises the spate of juvenile murders, signifying his worst nightmare - the inevitable return of Pennywise (Bill Skarsgard). Armed with the knowledge of how to defeat the clown for good, he reunites the rest of the now grown-up Losers, who must overcome their greatest fears and band together to defeat the evil that reigns over the town. IT Chapter Two is a bigger, bolder and more chilling outing that delves much deeper into the horror aspects of the source material. The film features plenty of nightmare fuelled visions that will definitely stick with you long after the film ends, believe me! The horror sequences were truly gripping, successfully heightening each of your senses - I was genuinely on the edge of my seat for a lot of the third act, which showcased some truly brutal visuals. There were also a number of weird and wonderful Pennywise manifestation which wildly ranged in size and creepiness; some were truly unnerving whereas others (mainly a naked Mrs. Kersh) actually made me giggle, maybe out of nervousness! Along with the scares, Muschietti continues to flesh out King's key theme of facing your fear to overcome personal demons. ""It kills monster if you believe it does"" Beverly encouragingly tells Eddie in one touching scene, highlighting the fact that the Losers once again need each other to face Pennywise. There's also a defining sweet melancholy to this film, highlighting the loss of childhood innocence through cleverly interwoven flashbacks in important moments of the narrative. Tonally though, it's a bit of a strange combination of horror and mythology with comedy and heart, with this mismatch also reflecting in the pacing of the film. Yes Chapter Two clocks in at an impressive 2 hours and 50 minutes, and although it doesn't necessarily feel like too long a film, there was definitely a slow build up to the main action. Those that loved the brilliant chemistry of the original kids - fear not, the casting of the older Losers Club is absolutely perfect, scarily so at times! James Ransone wonderfully captures the neurotic mannerisms of Jack Dylan Grazer's Eddie, once again replicating that endearing banter with Bill Hader's Richie."
205,SJZ_Doc5_ItChapterTwo,SJZ_Doc5_ItChapterTwo,SJZ,Horror,Positive,It Chapter Two,"Calling the monster ""It"" suggests some BigBad that should not be named in polite company--molestation, suicide and depression, abandonment, abuse (domestic or otherwise)--and Andy Muschietti's It: Chapter Two (hereafter It 2) covers each of those bases, literally, along the way of what turns out to be a painfully sensitive metaphor for how the things that happen to us in childhood dig their talons into how we function as adults. Not unlike the pointedly named It Follows, It 2 is a horror film about our personal and collective loss of innocence and the many ways we unsuccessfully suppress our trauma: ""It"" always escapes the containers we put it into--an idea illustrated explicitly at one point in the film as a thing too big for the rituals we use to tame it magnifies in the Jungian sense and explodes in the Freudian, laying waste to our carefully-cultivated gardens. It's possible to outgrow a fear of clowns--a lot less likely that we'll ever outgrow the litany of disasters that fed the fear of clowns in the first place. My mom is dying. Dealing with it has unearthed all of these memories I'd hidden away, of our relationship and of my childhood. I'm not armed. Neither are the ""losers"" of It 2. Fans of the book or the first film will remember the Losers as a group of seven misfit kids who band together to fight an evil in their hometown of Derry, Maine, an ""It"" that sometimes manifests as a clown calling itself ""Pennywise"" but just as often manifests as the kids' worst fears. It harvests its repast, then sleeps for a couple of decades: the world's worst cicada. At the end of the original, the children make a blood pact to return to Derry should It ever resurface. It 2 is It resurfacing. Mike (Chosen Jacobs as a child, Isaiah Mustafa as an adult), the only one of the friends to have stayed behind in Derry, is tasked with calling each person asking them to honour their obligation. When they answer, it's the first they've thought of that fateful summer since moving away. They've covered it over in what Eliot would call a winter of ""forgetful snow""--but they all come back, save one, Stan (Wyatt Olef/Andy Bean), who kills himself in his bathtub rather than face the thing that ruined him in the past. A lot of us reach that same decision. For some of us, it wouldn't take as much to push us there. The Losers' reunion at a Chinese restaurant is marked by bonhomie and then the slow return of their memories and mannerisms. Bill (Jaeden Martell/James McAvoy) starts to stutter again; fat kid Ben, now the picture of health (Jeremy Ray Taylor/Jay Ryan), eats too much; sick kid Eddie (Jack Dylan Grazer/James Ransome) finds he needs to get an inhaler at the pharmacy; Richie (Finn Wolfhard/Bill Hader) cuts up; Bev (Sophia Lillis/Jessica Chastain) gets tough. Only Pennywise (Bill Skarsgard) remains unchanged. Depression is like that. It never changes either."
133,CDK_Doc3_LostCity,CDK_Doc3_LostCity,CDK,Comedy,Negative,Lost City,"Sandra Bullock looks stunning in the middle of the jungle, and Channing Tatum shows his softer side inThe Lost City.But those are the biggest-and perhaps only-takeaways from the new comedy-action movie. The movie, released in theaters on March 25, offers nothing unique. In fact, you get the sensation that you've already watched it a million times. It's the typical adventure movie where the two main characters fall in love after fighting for their lives in the wilderness.From the beginning, it was obvious thatThe Lost Citywould not be a revolutionary or award-winning movie, but it doesn't even get any redeeming points for being funny. The audience forgets the few moments worthy of laughter because they are overshadowed by the painfully unfunny scenes throughout the entire movie.Bullock plays Loretta, a recently widowed, burnt-out romance novelist and former archaeologist. She is sinking in grief, unable to form connections with the people around her or to carry on with her career as an author. In an effort to sell her book of the same title as the movie, Loretta's marketing team advises her to appeal to a young audience. This young audience is a superficial fanbase that's more interested in Alan (Tatum), the sexy man on the cover of her book who plays the hero of her novel, than the actual content of her work. Loretta is well-spoken and knowledgeable in archaeology, but she is frustrated because her readers dismiss these traits. Her frustrations led her to become arrogant and ungrateful both to her fanbase and to the viewer. She thinks very little of Alan, believing he is shallow and vain because he is confident and attracts lots of women. But Alan's character is charming beyond his physical attractiveness. His character surprises the viewer by demonstrating depth and complexity after his first seemingly shallow appearance in the movie. Although Alan fits the archetype of a himbo at first, he is much more than that. He is caring, thoughtful, and in touch with his emotions. Loretta, on the other hand, puts little effort into the things she does and says and goes along with anything her marketing team says, showing her lack of personality and ambition. During her book tour, Loretta is kidnapped by Abigail (Daniel Radcliffe), a bizarre, wealthy man. The movie turns into a rescue mission that Alan orchestrates to find Loretta.The plot is disorganized and sloppy. It includes a few poorly executed action and fight scenes that are predictable for the genre and therefore uninteresting.The brief appearance of Brad Pitt as Jack Trainer shows the directors' dependency on a renowned cast to make a noticeable movie. Pitt appears out of nowhere to fight the bad guys in the movie and does not add much more than that. The Lost Citycould've been funny if it wasn't trying so desperately hard. When it tries to be funny through sarcasm, it overdoes the sarcasm to an obvious and awkward point.In the opening scene of the book, the protagonists of Loretta's romance novel are held hostage"
134,CDK_Doc4_LostCity,CDK_Doc4_LostCity,CDK,Comedy,Negative,Lost City,"What more could one ask for in 2022-with the film industry in such precarious turmoil, with so much adventure put on hold while spiral bands of disease sweep across the globe-than a big Hollywood spectacular in which two movie stars go to a far flung locale for a dangerous, sexy escapade? That is the great promise ofThe Lost City(in theaters March 25), which featuresSandra Bullockas a frustrated, but successful, romance novelist andChanning Tatumas the dreamboat who has posed for all of her steamy book covers. What a gas! The Lost Cityhas a funny shape to it. On the one hand, its programmatic setup-familiar to fans ofRomancing the Stoneor (to a lesser extent)Raiders of the Lost Ark-feels easy, like it's built on fast rails. Yet in that assumption of ease lies a difficulty. An airy star vehicle like this takes a lot of work, but shouldn't look like it does. Unfortunately,The Lost City(directed byAdamandAaron Nee) seems exhausted by its task from the outset.Bullock plays Loretta, who is struggling to finish the latest book in her hot-and-throbbing romance-adventure series, gloomy from the loss of her husband and sour about the state of her work. She's an intellect who should be off making great discoveries with her archeologist husband, not stuck pandering to the middling American masses. Bullock is good at such prickly discomfort, but a little of it goes a long way. InThe Lost City, though, she's asked to maintain that dyspepsia for nearly the entire run of the film. It's a single, relentlessly repeated note that weighs down a film that should bounce, not trudge. (At least Bullock's high aptitude for physical comedy is put to good, if too brief, use.) Perhaps the calculation was that Tatum, as dopey Alan, would add the goofiness and levity necessary to offset Bullock's peevishness. He tries to do that, and he and Bullock's chemistry does sometimes sparkle and fizz enough to keep the movie afloat. But we've also seen this shtick from Tatum perhaps too many times before: the hunk who's actually a guileless sweetheart, a dork in himbo packaging. His decency is so immediately telegraphed in the film that there's no room for the happy surprise of a character turn. What could rescue, or at least brighten up, these uninspired performances is a remotely engaging story. ButThe Lost Cityflounders in that arena as well. The gist is that something Loretta wrote in her newest novel accidentally syncs up with an I.R.L. search for a lost bauble of old, rumored to be buried somewhere on a remote island in the Atlantic. (I think its closest real-world analog would be a distant Canary Island.)Daniel Radcliffegamely plays the jilted son of a Murdoch-esque media empire who has become obsessed with finding this object of myth. So obsessed, in fact, that he's willing to kidnap Loretta to help in his search. Alan goes bumbling after Loretta in an attempt to prove that he can live up to the derring-do of the man he plays on book covers."
135,CDK_Doc5_LostCity,CDK_Doc5_LostCity,CDK,Comedy,Negative,Lost City,"Let's start with the jumpsuit. The glittery, spangly, skintight, plunging-neckline, raspberry-colored jumpsuit Sandra Bullock sports throughout much of the loud and unfunny and flat and derivative (Romancing the Stone) knockoff (The Lost City,) as if she's wandered in from a mediocre 1980s sitcom. Bullock's Loretta Sage is wedged into that ridiculously constrictive garment as she tries to mount a barstool-type seat onstage, as she's kidnapped, as she attempts to escape her captors, as she stumbles through the jungle, etc., etc., etc.? Isn't that HILARIOUS? Eh. Maybe for some. Comedy is comedy and if you find this sort of light and dopey material humorous, have at it. Nothing wrong with an iced venti non-fat frothy drink of forgettable escapism. (The Lost City) is completely harmless as it attempts to revisit past-generation romantic comedy/action adventures such as the aforementioned (Stone,) (Six Days, Seven Nights,) (King Solomon's Mines,) (The Mummy) and of course (Raiders of the Lost Ark,) but it's so cartoonishly over the top that it bears no resemblance to anything that could ever happen in the real world. Despite the game efforts of the star-studded cast, the dialogue often crash-lands with a resounding thud, the action sequences are muddled and rote, and it hedges its bets to the point that one of the best bits in the movie-one of the few times the scriptwriters do something fresh and original-is completely undercut by a mid-credits sequence, as if the filmmakers didn't want to see that one fabulously dark moment all the way through, lest anyone accuse them of even trying to be edgy. In the maudlin setup for (The Lost City,) we learn Bullock's Loretta, a romance novelist with a serious background in history and dead languages, has been wallowing in a self-loathing, deep funk for some five years, ever since the death of her archaeologist husband. Loretta is sleepwalking through life and hates her career, as she considers her work to be trash and views her legions of fans with condescension. Grumbling and protesting every step of the way, Loretta has been talked into squeezing herself into that garish jumpsuit (we're told that's the style these days for book tours, or some such nonsense) at the urging of her publicist, Beth (Da'Vine Joy Randolph), who has also hired a social media manager named Pratt Caprison (the wonderful Patti Harrison, wasted), who Insta-Tik-Toks-Whatevers every moment, capping off her comments with (Hashtag Shawn Mendes,) cuz, you know, the kids. Loretta takes the stage with her longtime be-wigged, dimwitted and Fabio-like cover model Dash-real name Alan (Channing Tatum)-who makes his entrance to the sounds of the bombastic stadium rocker (The Final Countdown,) and I guess we're supposed to take that as an homage to Will Arnett as Gob already mining that particular routine to perfection in (Arrested Development)? Anyway. Things go horribly wrong, Loretta storms out-and she's kidnapped by henchmen working for Daniel Radcliffe's Abigail Fairfax ((It's gender neutral!) he howls), the sweaty, weak-willed, billionaire oddball son of a world-famous media mogul. Abigail has"
138,CDK_Doc8_LostCity,CDK_Doc8_LostCity,CDK,Comedy,Positive,Lost City,"Death cannot stop true love; it can only delay it for a while. Or soThe Princess Bridetaught us. Sure enough, the much bally-hooed death of the big-screen romcom is beginning to look more like a hiatus, because here we are in 2022 with a crowd-pleasing, star-led romance in an exotic location. If much of directors Adam and Aaron Nee's plot feels like a throwback to an earlier era, and in particular toRomancing The Stone, the humour here is entirely up-to-date and immensely fun. The familiar bits first:Sandra Bullocksteps intoKathleen Turner's shoes as a successful romance novelist whose personal life is a mess. But unlike Joan Wilder, Bullock's Loretta is grieving a lost husband, and seems irritable at the success of her own books. In place ofMichael Douglas' tough jungle guide we haveChanning Tatum's gentle cover model Alan, who's nursing both a crush on and a grudge against Loretta, the latter for her refusal to take her own books seriously. However, when she's kidnapped by a media billionaire's son, Abigail Fairfax (Daniel Radcliffe), Alan swings ineffectually into action, and soon our two heroes are lost in the jungle of a small island, bickering and perhaps bonding as they try to find safety. None of this is particularly new, of course. Bullock has played the wary, uptight over-achiever before; Tatum's given us previous variations on witless-yet-beautiful; even a bit with leeches has been done before. But the film finds nuance to season the archetypes. There's more than lip service paid to Loretta's grief and her dashed dreams of serious scholarship, and while she's not immune to Alan's looks, you can see why he wouldn't be on her radar. Tatum, meanwhile, gamely plays the bimbo role, but manages to inject just enough edge to suggest that Alan's brain is merely underutilised and not entirely absent. With the stars carrying the film along, the Nees can add emotion and humour in the detail. They mine laughs from Alan's phone contacts and Fairfax's cheese board, while costume designer Marlene Stewart puts Bullock in a fuschia-coloured sequinned jumpsuit that plays well against the otherwise standard jungle aesthetics.Brad Pitt's hyper-capable survival trainer, Jack Trainer, is an awe-inspiring embodiment of the romance novel archetype who threatens even the usually laid-back Alan, while Da'Vine Joy Randolph does a lot with very little as Loretta's editor. Radcliffe even comes close to saying something true about the entitlement and self-righteousness of the super-wealthy as a black-sheep billionaire. Really, though, you have towantto find deeper meanings here. This movie is like its star's jumpsuit: sparkly, gorgeous and entirely frivolous. It coasts by on charisma and comedic talent, on dancing and daring, on stunning locations (the Dominican jungle) and stakes that are high enough to hold the attention and not a millimetre higher. You will predict almost every beat before it arrives and welcome its arrival anyway, because the formula works. The romcom is dead; long live the romcom. Sandra Bullock and Channing Tatum make a sweet and spiky couple in this likeable"
139,CDK_Doc9_LostCity,CDK_Doc9_LostCity,CDK,Comedy,Positive,Lost City,"After the death of her husband, the last thing smartypants archaeologist-turned-paperback-romance-author Loretta Sage (Sandra Bullock) wants to do is leave her house, let alone go on a book tour at the behest of her caring but pushy publisher/publicist Beth (Da'Vine Joy Randolph) and painfully millennial social media manager Allison (Patti Harrison, a star). Being a trouper, Loretta suits up into her uncomfortable glittery purple jumpsuit (it's on loan) and begrudgingly puts on a fake smile onstage next to Alan (Channing Tatum), the well-meaning but dimwitted (and yes, hot) himbo cover model who portrays the hunky leading man of Loretta's books, Dash McMahon. As if leaving her house in the first place weren't bad enough, Loretta is mysteriously kidnapped by Abigail Fairfax (Daniel Radcliffe), the psychotic child of a billionaire media mogul locked in aSuccession-like feud with his more successful siblings. Somehow, it gets even more twisted: Abigail is hellbent on discovering the (Crown of Fire) in the middle of a remote Atlantic island, and believes Loretta is the only one who can decipher the treasure map. Secretly in love with her, Alan hops on a plane and enlists the help of Jack Trainer (Brad Pitt) to rescue Loretta from Abigail's monied clutches, deep within the jungle. While the explosive, action-packed sequences are a lot of fun, and an essential element of the adventure genre, what setsThe Lost Cityapart from recent, more tired blockbuster adventure/comedy fare (looking at you,Uncharted) is the humorously human moments that lead to a genuine connection between Loretta, Alan and the audience. Instead of falling back on the kind of semi-ironic (so, that happened) style of fourth-wall-breaking writing, directors and co-writers Adam and Aaron Nee take familiar adventure/rom-com cornerstones and repurpose them to find previously undiscovered gems through these personal moments. They are certainly aware of the tropes being toyed with here-dumb guy/smart lady romance, the frame story of Loretta's novels, the treasure-hunting villian-but they approach these tropes with a freshness that gets the audience invested in its characters. The choice to play Alan as a loveable dummy with a surprising amount of tender insight is much more interesting than the usual emotionally repressed macho action hero, or a sarcastic know-it-all rolling his eyes and winking at the audience. Not only is it funny watching Alan fumble his way through the jungle, it's also endearing when he reveals himself to be more than what Loretta sees on the surface. What Alan lacks in street smarts, he makes up for in emotional intelligence and a gentle spirit; Tatum isn't afraid to play that for laughs, either. (Don't judge a book by its cover model,) he tells Loretta by the fire. This adage also applies to audience perceptions of the film overall: Don't be too quick to turn your nose up atThe Lost Citybecause of its blockbuster gloss and trite trailer, for so many treasures await beneath the surface. One ofThe Lost City's greatest strengths is its lack of previous IP to anchor it to any fan service expectations"
140,CDK_Doc10_LostCity,CDK_Doc10_LostCity,CDK,Comedy,Positive,Lost City,"Directed by Adam Nee and Aaron Nee from a screenplay they co-wrote with Oren Uziel and Dana Fox,The Lost Cityfeels like a film from the past (in a good way). The film doesn't set out to do anything different, settling into the comforts certain tropes and story beats provide. However, that doesn't makeThe Lost Cityany less fun than it aims to be. With the effortlessly charming and talented cast doing most of the heavy lifting,The Lost Citymakes for a highly entertaining, joyful adventure. The Lost Cityfollows best-selling romance author Loretta Sage (Sandra Bullock), a widow who is trying her best to finish her latest book in time for a book tour her manager, Beth (Da'Vine Joy Randolph), put together. Loretta isn't feeling it, though, especially when she realizes Alan (Channing Tatum), a model whoportrays Dash, Loretta's character, on the cover of all of her books, will be at the events. All Alan wants to do is please Loretta, but allthe recluse wants to do is to go back home. However, her life takes an adventurous turn when she's kidnapped by billionaire Abigail Fairfax (Daniel Radcliffe), who believes the Lost City of D the author wrote about - as well as the tomb containing a treasure he's seeking - is real. Enter Alan who, despite not knowing at all what he's doing, endeavors to go save her. The Lost Cityhas a lot going for it: a charming cast, genuinely funny moments, and some adrenaline-fueled adventure. The film harkens back to the days when such romcom adventures were more of a constant. Bullock and Tatum have the bickering down, but when things slow down between them, they're able to understand each other a lot better than before. As a team, they work well and they're the highlight of the film overall, with their comedic timing being especially worth noting. Tatum really delivers as a man who's got his heart in the right place, even when he isn't the most intelligent of people. His rapport with bothBullock and Brad Pitt- whose role as Jack Trainer is smaller than the trailers would have one believe - is fantastic. The frustrated energy Bullock puts out isfabulous and the physical humor employed by Tatum underlines his comedic abilities well. If anything,The Lost Citycould have used a lot more heat between Bullock and Tatum, with only a couple of scenes making good use of their chemistry before the film moves on too quickly to the next thing. That said, the film is well-paced and, at one point, even surprising. Not all the humor lands, but it is so full with comedic moments that the audience will find themselves laughing more often than not at the antics and reactions of the characters. Tatum's Alan, who has zero combat skills, takes to slapping Fairfax's henchmen when they attack and it's incredibly amusing to watch. Mostly,The Lost Cityis buoyed by Bullock and Tatum's charisma, of which they have plenty. Radcliffe's turn as the villain of the story really works, though"
268,AVA_Doc8_MinorityReport,AVA_Doc8_MinorityReport,AVA,Sci-Fi,Negative,Minority Report,"Once again this year we are graced with a futuristic sci-fi flick based on a short story by the visionary Philip Dick, this time in the form of (Minority Report), which poses the intriguing hypothesis: What if we could see into the future and arrest people before they commit a murder, or any other crime for that matter? Set in the year 2054 in Washington, D.C., Tom Cruise stars as John Anderton, who, having lost his son, now does his best to prevent murders before they happen as Chief of the elite Pre-Crime Division of the Justice Department. Assisting him are three genetically altered precognitives known as (Pre-Cogs) who are attached to machines that record their visions of murders which are (set) to occur anywhere from a few minutes to four days into the future. With each vision, two wooden balls roll out of the machine attachment, each one bearing the name of the killer and victim. As a result of this (perfect) system, Washington, D.C. is now murder free. (Let's face it, given our life and times, Dick should have set this scenario in 3054 to have any plausibility.) Believing the Pre-Cogs infallible, Anderton advocates nationalizing the Pre-Crime system, that is until the Justice Department questions the methods and techniques utilized by the Division and Anderton himself becomes the subject of a Pre-Cog vision seeing him committing a murder. Suddenly questioning the accuracy of the system (since he of course knows he's innocent and will continue to be innocent), Anderton goes on the run, stealing a female Pre-Cog named Agatha, setting us up for what now becomes a routine futuristic chase movie. Directed by Steven Spielberg, (Minority Report) reeks of the darker tone and color desaturation found in Spielberg's last futuristic foray, (A.I.), a technique that works well in this type of film and once again is executed beautifully by long time Spielberg cinematographer Janusz Kaminski. Hand in hand with Kaminski's artistic flair, are some dazzling special effects action sequences, including a chase on a vertical highway that is so impressive, you have to see it to believe it. (Warning - those with severe motion sickness may want to cover their eyes at this part.) Not to be outdone, many scenes which one would believe are special effects, are in fact, the result of elaborately and elegantly choreographed camera maneuvers which are expertly executed and utilized for maximum dramatic effect. Cruise performs admirably as Anderton, using physicality and controlled raw emotion to their best advantage as he manipulates not only his pursuers, but the audience as well. An excellent counterpoint to Cruise's energetic yet psychologically tormented Anderton is Samantha's Moore portrayal of Pre-Cog Agatha - tacit, ethereal and seemingly helpless. Max von Sydow, no stranger to the futuristic and fantastic ((Dune), (Judge Dredd) and (The Exorcist)) steps in as Anderton's superior, Bureau Director Burgess, exhibiting an almost fatherly pride in his protege Anderton while relative newcomer, Colin Farrell is perfectly cast as the bureaucratic FBI investigator Danny Witwer who"
269,AVA_Doc9_MinorityReport,AVA_Doc9_MinorityReport,AVA,Sci-Fi,Negative,Minority Report,"What new hell is this? In the shallow, noisy and pretentious Minority Report , we have seen the future. It's not pretty. There are two Steven Spielbergs. One is the cinematic historian who instructs, informs and shapes a universal consciousness that makes us aware of our stake in the human race in masterpieces like Schindler's List and Saving Private Ryan . The other is a 12-year-old comic-book collector weaned on sci-fi and stuck in the twilight zone of his own nursery, who turns out polished but moronic time-wasters about dinosaurs, space ships, Indiana Jones and Peter Pan. Quel doppelganger . I always have a hard time believing the same man capable of both greatness ( The Color Purple ) and trash ( Jurassic Park ). Occasionally, a film like E.T. or Raiders of the Lost Ark emerges to meld the technical proficiency of the craftsman with the passion of the storyteller. Bloody, violent, cold and preposterous, Minority Report is not one of them. Despite an astronomical budget and a gallimaufry of twists and turns enhanced by special effects, Minority Report has a boring, one-dimensional story line you could write on one page of Big Chief tablet paper with a No. 2 lead pencil. Derived from a story by sci-fi spinmaster Philip K. Dick (the man responsible for Blade Runner ), it's set in Washington, D.C., in 2054. Crime has been wiped out thanks to an experimental Pre-Crime Unit called a (priori,) developed by wacko scientist Max von Sydow, that can predict murders before they happen. Tom Cruise plays Detective John Anderton, the futuristic cop in charge of preventing homicides with the aid of three psychic visionaries called (Pre-Cogs) who float around in a liquid wading pool wired, drugged and having nightmares. Waving his arms like Leonard Bernstein in the orchestra pit, Anderton can download images of clues, suspects and crime scenes, then lead his futuristic crimebusters to the killers before they pull the trigger. With beady eyes, flexed jaw and a buzz cut, he's a man whose life is already so haunted by the abduction and murder of his only son that he looks and acts creepier than the Pre-Cogs. The world has apparently survived John Ashcroft, because the Justice Department thinks the Pre-Crime Unit is too controversial a concept to go national. In a subplot that goes nowhere, Irish hunk Colin Farrell is wasted as the dull F.B.I. investigator from the Attorney General's office who covets Anderton's job. The lulling narrative drones on until the tables turn and Anderton is named by the Pre-Cogs as the next murderer. From here, the movie turns from a whodunit into a who'll-do-it as the flawed hero (he's hooked on drugs) has 36 hours to solve his own case and clear his name by breaking into the Pre-Crime lab and downloading the info from the Pre-Cog who predicted it-and Mr. Spielberg sweats it all out, stretching the film's playing time to two hours plus. Mr. Cruise, who barely survived Vanilla Sky , one"
270,AVA_Doc10_MinorityReport,AVA_Doc10_MinorityReport,AVA,Sci-Fi,Negative,Minority Report,"Based on the short story by Philip K. Dick, ""Minority Report"" marks the second futuristic, science-fiction epic Steven Spielberg has made in as many years (after what I believe to be his greatest achievement, ""A.I.: Artificial Intelligence""). For Spielberg, undeniably one of the most influential and visionary filmmakers of his time, the film almost seems tailor-made for his marvelous visual sense and stunning talent for storytelling. For all of its sweeping technical flourishes and seamless visual effects, however, ""Minority Report"" is as shallow and characteristically vacant as ""A.I."" was emotionally resonating and creatively groundbreaking. In other words, though it pains me to conclude, Steven Spielberg's latest opus is one of the weakest films he has made, to date. Set in a surprisingly realistic vision of what Washington, D.C. might look like in 2054, John Anderton (Tom Cruise) is the top detective on the police force's relatively new Pre-Crime Unit. Through three pre-cog oracles whose minds hold the key to the future, the Pre-Crime Force, headed by Director Burgess (Max Von Sydow), is able to stop predestined murders before they occur. The alleged success of the program has cut down on major crimes in D.C. by ninety percent. When the latest murder suspect name comes up, Anderton is dismayed to learn that it is his own. Without never having met the victim before, Anderton is convinced that someone-possibly federal agent Danny Witwer (Colin Farrell), who is after his job-is trying to ruthlessly set him up. With the police suddenly after him, Anderton has no choice but to go on the run. Breaking into the Pre-Crime building, he kidnaps the most talented of the three pre-cogs, Agatha (Samantha Morton), convinced that what she knows about his future is the key to clearing his name and saving his life. The general premise of ""Minority Report"" is a novel one, fascinating in the way the world has developed enough in fifty years that the police force has begun acting, more or less, as God to citizens. The moral implications of such a debate-whether a person's future is predestined or capable of change-are thought-provoking, to be sure, but get lost in a screenplay (credited to Scott Frank and Jon Cohen) more interested in action set-pieces, and a film that chooses style over any form of hard-edged substance. While several of the action scenes are astonishingly executed, including a death-defying jump across cars hovering in the air, and a search for John by electronic spiders sent to check the retinas of an apartment complex's tenants, what surrounds them is a thoroughly unsatisfying emptiness posing as a study of serious-minded issues. Whatever deep-rooted involvement one might have grown to have in John Anderton's dire predicament proves sterile in a sea of blank faces posing as characters. Precious little is ever learned about John, except that he blames himself for his son's kidnapping six years ago, is separated from his wife (Kathryn Morris), and has a secret drug problem, and even fewer reasons are given for why we"
